figure_id,row_key,column_key,distinct_settlement_records,evidence_ids
F_S22_3_B,regional_organization,moral_or_religious_mediator,1,CR-1991 / BARG-1991-01
F_S22_3_B,regional_organization,consulted_actor_categories,2,CR-2025-26 / BARG-2025-02; CR-2025-26 / BARG-2026-01
F_S22_3_B,regional_organization,formal_state_actor,2,CR-2011 / BARG-2011-02; CR-2018 / BARG-2018-01
F_S22_3_B,regional_organization,incumbent_or_transition_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,regional_organization,transition_head_or_recipient,2,CR-2025 / BARG-2025-01; CR-2025-26 / BARG-2026-01
F_S22_3_B,regional_organization,military_directorate_head,1,CR-1975 / BARG-1975-02
F_S22_3_B,regional_organization,military_directorate,1,CR-1975 / BARG-1975-02
F_S22_3_B,regional_organization,opposition_movement_signatory,1,CR-1991 / BARG-1991-01
F_S22_3_B,regional_organization,election_management_actor,1,CR-2009-10 / BARG-2009-04
F_S22_3_B,regional_organization,consensus_prime_minister,1,CR-2018 / BARG-2018-01
F_S22_3_B,international_organization,claimant_or_signatory,6,CR-2001-02 / BARG-2002-02; CR-2009-10 / BARG-2009-02; CR-2009-10 / BARG-2009-03; CR-2009-10 / BARG-2009-04; CR-2009-10 / BARG-2009-07; CR-2009-10 / BARG-2009-09
F_S22_3_B,international_organization,claimant_or_transition_actor,5,CR-2009-10 / BARG-2009-02; CR-2009-10 / BARG-2009-03; CR-2009-10 / BARG-2009-04; CR-2009-10 / BARG-2009-07; CR-2009-10 / BARG-2009-09
F_S22_3_B,international_organization,coercive_or_transfer_actor,1,CR-2009-10 / BARG-2009-07
F_S22_3_B,international_organization,mediator_or_guarantor,5,CR-2009-10 / BARG-2009-02; CR-2009-10 / BARG-2009-03; CR-2009-10 / BARG-2009-04; CR-2009-10 / BARG-2009-07; CR-2009-10 / BARG-2009-09
F_S22_3_B,international_organization,mediator_observer_or_norm_enforcer,5,CR-2009-10 / BARG-2009-02; CR-2009-10 / BARG-2009-03; CR-2009-10 / BARG-2009-04; CR-2009-10 / BARG-2009-07; CR-2009-10 / BARG-2009-09
F_S22_3_B,international_organization,mediator_or_observer,6,CR-2001-02 / BARG-2002-02; CR-2009-10 / BARG-2009-02; CR-2009-10 / BARG-2009-03; CR-2009-10 / BARG-2009-04; CR-2009-10 / BARG-2009-07; CR-2009-10 / BARG-2009-09
F_S22_3_B,international_organization,host_or_mediator,1,CR-2001-02 / BARG-2002-02
F_S22_3_B,international_organization,election_management_actor,1,CR-2009-10 / BARG-2009-04
F_S22_3_B,foreign_state,claimant_or_signatory,2,CR-2001-02 / BARG-2002-01; CR-2001-02 / BARG-2002-02
F_S22_3_B,foreign_state,coercive_or_transfer_actor,1,CR-1972 / BARG-1973-01
F_S22_3_B,foreign_state,recipient_or_transfer_actor,1,CR-1972 / BARG-1973-01
F_S22_3_B,foreign_state,foreign_state_counterparty,4,CR-1958-60 / BARG-1958-01; CR-1958-60 / BARG-1960-01; CR-1958-60 / BARG-1960-02; CR-1972 / BARG-1973-01
F_S22_3_B,foreign_state,mediator_or_observer,1,CR-2001-02 / BARG-2002-02
F_S22_3_B,foreign_state,host_or_mediator,2,CR-2001-02 / BARG-2002-01; CR-2001-02 / BARG-2002-02
F_S22_3_B,foreign_state,constitutional_framework,1,CR-1958-60 / BARG-1958-01
F_S22_3_B,foreign_state,adopting_body,1,CR-1958-60 / BARG-1958-01
F_S22_3_B,domestic_collective,coercive_or_transfer_actor,1,CR-2025-26 / BARG-2025-02
F_S22_3_B,domestic_collective,mediator_or_guarantor,1,CR-2025-26 / BARG-2026-01
F_S22_3_B,domestic_collective,mediator_observer_or_norm_enforcer,1,CR-2025-26 / BARG-2025-02
F_S22_3_B,domestic_collective,constitutional_court_or_formalizer,1,CR-2025-26 / BARG-2025-02
F_S22_3_B,domestic_collective,foreign_state_counterparty,1,CR-1958-60 / BARG-1958-01
F_S22_3_B,domestic_collective,moral_or_religious_mediator,1,CR-2025-26 / BARG-2025-03
F_S22_3_B,domestic_collective,consulted_actor_categories,3,CR-2025-26 / BARG-2025-02; CR-2025-26 / BARG-2025-03; CR-2025-26 / BARG-2026-01
F_S22_3_B,domestic_collective,participant_or_consulted_actor,1,CR-2025-26 / BARG-2025-03
F_S22_3_B,domestic_collective,transition_head_or_recipient,1,CR-2025-26 / BARG-2026-01
F_S22_3_B,domestic_collective,constitutional_framework,1,CR-1958-60 / BARG-1958-01
F_S22_3_B,domestic_collective,adopting_body,1,CR-1958-60 / BARG-1958-01
F_S22_3_B,judicial_constitutional,claimant_or_signatory,1,CR-2009 / BARG-2009-01
F_S22_3_B,judicial_constitutional,claimant_or_transition_actor,1,CR-2009 / BARG-2009-01
F_S22_3_B,judicial_constitutional,coercive_or_transfer_actor,3,CR-2009 / BARG-2009-01; CR-2025 / BARG-2025-01; CR-2025-26 / BARG-2025-02
F_S22_3_B,judicial_constitutional,mediator_or_guarantor,1,CR-2018 / BARG-2018-01
F_S22_3_B,judicial_constitutional,mediator_observer_or_norm_enforcer,4,CR-2009 / BARG-2009-01; CR-2018 / BARG-2018-01; CR-2025 / BARG-2025-01; CR-2025-26 / BARG-2025-02
F_S22_3_B,judicial_constitutional,constitutional_court_or_formalizer,4,CR-2009 / BARG-2009-01; CR-2018 / BARG-2018-01; CR-2025 / BARG-2025-01; CR-2025-26 / BARG-2025-02
F_S22_3_B,judicial_constitutional,transition_authority,2,CR-2009 / BARG-2009-01; CR-2018 / BARG-2018-01
F_S22_3_B,judicial_constitutional,opposition_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,judicial_constitutional,participant_or_code_subject,1,CR-2018 / BARG-2018-01
F_S22_3_B,judicial_constitutional,consulted_actor_categories,1,CR-2025-26 / BARG-2025-02
F_S22_3_B,judicial_constitutional,formal_state_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,judicial_constitutional,incumbent_or_transition_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,judicial_constitutional,transition_head_or_recipient,1,CR-2025 / BARG-2025-01
F_S22_3_B,judicial_constitutional,consensus_prime_minister,1,CR-2018 / BARG-2018-01
F_S22_3_B,religious_actor,claimant_or_signatory,2,CR-1991 / BARG-1991-01; CR-2013 / BARG-2014-15-01
F_S22_3_B,religious_actor,claimant_or_transition_actor,1,CR-2013 / BARG-2014-15-01
F_S22_3_B,religious_actor,mediator_observer_or_norm_enforcer,1,CR-1991 / BARG-1991-01
F_S22_3_B,religious_actor,opposition_actor,1,CR-1991 / BARG-1991-01
F_S22_3_B,religious_actor,participant_or_code_subject,1,CR-1991 / BARG-1991-01
F_S22_3_B,religious_actor,moral_or_religious_mediator,3,CR-1991 / BARG-1991-01; CR-2013 / BARG-2014-15-01; CR-2025-26 / BARG-2025-03
F_S22_3_B,religious_actor,consulted_actor_categories,1,CR-2025-26 / BARG-2025-03
F_S22_3_B,religious_actor,participant_or_consulted_actor,1,CR-2025-26 / BARG-2025-03
F_S22_3_B,religious_actor,incumbent_or_transition_actor,1,CR-2013 / BARG-2014-15-01
F_S22_3_B,religious_actor,opposition_movement_signatory,1,CR-1991 / BARG-1991-01
F_S22_3_B,civil_society,transition_authority,1,CR-2009-10 / BARG-2009-08
F_S22_3_B,civil_society,participant_or_code_subject,1,CR-2009-10 / BARG-2009-08
F_S22_3_B,civil_society,moral_or_religious_mediator,1,CR-2025-26 / BARG-2025-03
F_S22_3_B,civil_society,consulted_actor_categories,1,CR-2025-26 / BARG-2025-03
F_S22_3_B,civil_society,participant_or_consulted_actor,2,CR-2009-10 / BARG-2009-08; CR-2025-26 / BARG-2025-03
F_S22_3_B,transition_institution,claimant_or_signatory,1,CR-2009 / BARG-2009-01
F_S22_3_B,transition_institution,claimant_or_transition_actor,2,CR-2009 / BARG-2009-01; CR-2009-10 / BARG-2010-01
F_S22_3_B,transition_institution,coercive_or_transfer_actor,1,CR-2009 / BARG-2009-01
F_S22_3_B,transition_institution,mediator_or_guarantor,1,CR-2018 / BARG-2018-01
F_S22_3_B,transition_institution,mediator_observer_or_norm_enforcer,2,CR-2009 / BARG-2009-01; CR-2018 / BARG-2018-01
F_S22_3_B,transition_institution,constitutional_court_or_formalizer,2,CR-2009 / BARG-2009-01; CR-2018 / BARG-2018-01
F_S22_3_B,transition_institution,transition_authority,4,CR-2009 / BARG-2009-01; CR-2009-10 / BARG-2009-08; CR-2009-10 / BARG-2010-01; CR-2018 / BARG-2018-01
F_S22_3_B,transition_institution,opposition_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,transition_institution,participant_or_code_subject,3,CR-2009-10 / BARG-2009-08; CR-2009-10 / BARG-2010-01; CR-2018 / BARG-2018-01
F_S22_3_B,transition_institution,participant_or_consulted_actor,1,CR-2009-10 / BARG-2009-08
F_S22_3_B,transition_institution,formal_state_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,transition_institution,incumbent_or_transition_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,transition_institution,consensus_prime_minister,1,CR-2018 / BARG-2018-01
F_S22_3_B,political_actor,claimant_or_signatory,2,CR-1991 / BARG-1991-01; CR-2009-10 / BARG-2009-06
F_S22_3_B,political_actor,claimant_or_transition_actor,1,CR-2009-10 / BARG-2010-01
F_S22_3_B,political_actor,mediator_or_guarantor,1,CR-2018 / BARG-2018-01
F_S22_3_B,political_actor,mediator_observer_or_norm_enforcer,3,CR-1991 / BARG-1991-01; CR-2009-10 / BARG-2009-05; CR-2018 / BARG-2018-01
F_S22_3_B,political_actor,constitutional_court_or_formalizer,1,CR-2018 / BARG-2018-01
F_S22_3_B,political_actor,transition_authority,3,CR-2009-10 / BARG-2009-08; CR-2009-10 / BARG-2010-01; CR-2018 / BARG-2018-01
F_S22_3_B,political_actor,opposition_actor,2,CR-1991 / BARG-1991-01; CR-2018 / BARG-2018-01
F_S22_3_B,political_actor,participant_or_code_subject,7,CR-1991 / BARG-1991-01; CR-2009-10 / BARG-2009-05; CR-2009-10 / BARG-2009-06; CR-2009-10 / BARG-2009-08; CR-2009-10 / BARG-2010-01; CR-2011 / BARG-2012-01; CR-2018 / BARG-2018-01
F_S22_3_B,political_actor,moral_or_religious_mediator,1,CR-1991 / BARG-1991-01
F_S22_3_B,political_actor,participant_or_consulted_actor,1,CR-2009-10 / BARG-2009-08
F_S22_3_B,political_actor,formal_state_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,political_actor,incumbent_or_transition_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,political_actor,opposition_movement_signatory,1,CR-1991 / BARG-1991-01
F_S22_3_B,political_actor,consensus_prime_minister,1,CR-2018 / BARG-2018-01
F_S22_3_B,opposition,claimant_or_signatory,1,CR-1991 / BARG-1991-01
F_S22_3_B,opposition,mediator_or_guarantor,1,CR-2018 / BARG-2018-01
F_S22_3_B,opposition,mediator_observer_or_norm_enforcer,2,CR-1991 / BARG-1991-01; CR-2018 / BARG-2018-01
F_S22_3_B,opposition,constitutional_court_or_formalizer,1,CR-2018 / BARG-2018-01
F_S22_3_B,opposition,transition_authority,1,CR-2018 / BARG-2018-01
F_S22_3_B,opposition,opposition_actor,3,CR-1991 / BARG-1991-01; CR-2018 / BARG-2018-01; CR-2023 / BARG-2023-01
F_S22_3_B,opposition,participant_or_code_subject,2,CR-1991 / BARG-1991-01; CR-2018 / BARG-2018-01
F_S22_3_B,opposition,moral_or_religious_mediator,1,CR-1991 / BARG-1991-01
F_S22_3_B,opposition,formal_state_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,opposition,incumbent_or_transition_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,opposition,opposition_movement_signatory,1,CR-1991 / BARG-1991-01
F_S22_3_B,opposition,consensus_prime_minister,1,CR-2018 / BARG-2018-01
F_S22_3_B,opposition,proposal_author_or_opposition_bloc,1,CR-2023 / BARG-2023-01
F_S22_3_B,legislature,mediator_or_guarantor,2,CR-2011 / BARG-2011-02; CR-2018 / BARG-2018-01
F_S22_3_B,legislature,mediator_observer_or_norm_enforcer,1,CR-2018 / BARG-2018-01
F_S22_3_B,legislature,constitutional_court_or_formalizer,1,CR-2018 / BARG-2018-01
F_S22_3_B,legislature,transition_authority,1,CR-2018 / BARG-2018-01
F_S22_3_B,legislature,opposition_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,legislature,participant_or_code_subject,1,CR-2018 / BARG-2018-01
F_S22_3_B,legislature,formal_state_actor,2,CR-2011 / BARG-2011-02; CR-2018 / BARG-2018-01
F_S22_3_B,legislature,incumbent_or_transition_actor,1,CR-2018 / BARG-2018-01
F_S22_3_B,legislature,consensus_prime_minister,1,CR-2018 / BARG-2018-01
F_S22_3_B,opposition_movement,claimant_or_signatory,1,CR-1991 / BARG-1991-01
F_S22_3_B,opposition_movement,mediator_observer_or_norm_enforcer,1,CR-1991 / BARG-1991-01
F_S22_3_B,opposition_movement,opposition_actor,1,CR-1991 / BARG-1991-01
F_S22_3_B,opposition_movement,participant_or_code_subject,1,CR-1991 / BARG-1991-01
F_S22_3_B,opposition_movement,moral_or_religious_mediator,1,CR-1991 / BARG-1991-01
F_S22_3_B,opposition_movement,opposition_movement_signatory,1,CR-1991 / BARG-1991-01
F_S22_3_B,election_institution,claimant_or_signatory,1,CR-2009-10 / BARG-2009-04
F_S22_3_B,election_institution,claimant_or_transition_actor,1,CR-2009-10 / BARG-2009-04
F_S22_3_B,election_institution,mediator_or_guarantor,1,CR-2009-10 / BARG-2009-04
F_S22_3_B,election_institution,mediator_observer_or_norm_enforcer,1,CR-2009-10 / BARG-2009-04
F_S22_3_B,election_institution,mediator_or_observer,1,CR-2009-10 / BARG-2009-04
F_S22_3_B,election_institution,election_management_actor,1,CR-2009-10 / BARG-2009-04
F_S22_3_B,political_bloc,claimant_or_signatory,1,CR-2009-10 / BARG-2009-10
F_S22_3_B,political_bloc,claimant_or_transition_actor,1,CR-2009-10 / BARG-2009-10
F_S22_3_B,political_bloc,political_movement_bloc,1,CR-2009-10 / BARG-2009-10
